연번,상호명,업종,완비증명 발급일,지번 주소,도로명 주소,영업장 면적,영업장 층,관할소방서
1,마이홈리빙텔,고시원업,2022-10-06,서울특별시 종로구 운니동 14,서울특별시 종로구 율곡로6길 11,246.76,"지상2,3",종로소방서
2,심플하우스 원룸텔,고시원업,2022-10-05,서울특별시 종로구 낙원동 143,서울특별시 종로구 수표로 118 ,414.74,"지상4,5",종로소방서
3,서울고시원,고시원업,2022-07-11,서울특별시 종로구 명륜4가 188-12,서울특별시 종로구 창경궁로 224,174.49,지상4,종로소방서
4,숭문산업,고시원업,2022-07-01,서울특별시 종로구 숭인동 165,서울특별시 종로구 종로 375,367.69,지상5,종로소방서
5,로얄팰리스,고시원업,2022-01-17,서울특별시 종로구 숭인동 181-25,서울특별시 종로구 종로65길 37,428.39,"지하1/지상1,2,3",종로소방서
6,레지던스Q,고시원업,2021-12-21,서울특별시 종로구 관철동 18-3,서울특별시 종로구 우정국로2길 41,225.36,"지상4,5",종로소방서
7,노탐,고시원업,2021-11-02,서울특별시 종로구 낙원동 6,서울특별시 종로구 삼일대로 440,446.91,"지상6,7,8",종로소방서
8,미르빌딩,고시원업,2021-10-07,서울특별시 종로구 낙원동 15,서울특별시 종로구 삼일대로 446-34,384.28,"지상3,4",종로소방서
9,수안재,고시원업,2021-09-15,서울특별시 종로구 명륜1가 101-1,서울특별시 종로구 성균관로 34,277.28,"지상3,4",종로소방서
10,예일고시원,고시원업,2021-01-22,서울특별시 종로구 숭인동 177-2,서울특별시 종로구 종로 377-3,151.54,지상2,종로소방서
11,이삭리빙텔,고시원업,2020-09-25,서울특별시 종로구 종로3가 132-1,서울특별시 종로구 수표로20길 43,298.71,"지상5,6",종로소방서
12,강호빌딩,고시원업,2020-09-16,서울특별시 종로구 경운동 1-1,서울특별시 종로구 삼일대로32길 22-1,399.9,"지상3,4",종로소방서
13,파인트리하우스,고시원업,2020-08-13,서울특별시 종로구 명륜3가 61-21,서울특별시 종로구 성균관로5길 63,663.24,"지하1/지상1,2,3/옥탑4",종로소방서
14,다솔하우스,고시원업,2020-05-06,서울특별시 종로구 관훈동 198-17,서울특별시 종로구 인사동7길 37,282,지상5/옥탑6,종로소방서
15,심플하우스,고시원업,2020-03-25,서울특별시 종로구 숭인동 1263,서울특별시 종로구 종로 409,491.22,"지상2,3,4,5",종로소방서
16,종각 유스테이,고시원업,2020-02-12,서울특별시 종로구 관철동 256,서울특별시 종로구 우정국로2길 10,377.1,지상3/옥탑4,종로소방서
17,동거동락,고시원업,2020-02-11,서울특별시 종로구 명륜2가 175-1,서울특별시 종로구 창경궁로 248,338.68,"지상2,3,4,5",종로소방서
18,운현고시원,고시원업,2019-12-02,서울특별시 종로구 경운동 1-9,서울특별시 종로구 삼일대로32길 22-4,294,"지상2,3,4",종로소방서
19,주식회사 에스에스디에이,고시원업,2019-09-02,서울특별시 종로구 명륜3가 61-8,서울특별시 종로구 성균관로5길 55-3,803.19,"지상2,3",종로소방서
20,원룸텔경복궁굿스테이,고시원업,2019-08-21,서울특별시 종로구 필운동 278-5,서울특별시 종로구 사직로10길 8,399.02,"지상4,5",종로소방서
21,비엔하우스,고시원업,2019-04-23,서울특별시 종로구 이화동 125,서울특별시 종로구 율곡로17길 7-38,428.64,"지상2,3,4",종로소방서
22,동대문고시원,고시원업,2019-03-21,서울특별시 종로구 창신동 651-16,서울특별시 종로구 창신길 39-7,77.94,지상5,종로소방서
23,밀레니엄 고시원,고시원업,2019-01-14,서울특별시 종로구 창신동 463-1,서울특별시 종로구 종로46길 11,276,지상3,종로소방서
24,21세기고시원,고시원업,2018-12-12,서울특별시 종로구 창신동 330-2,서울특별시 종로구 종로 326,324.76,"지상4,5",종로소방서
25,굿스테이원룸텔,고시원업,2018-11-14,서울특별시 종로구 명륜1가 16-21,서울특별시 종로구 성균관로 58,336.4,"지상3,4",종로소방서
26,보은하우스,고시원업,2018-07-03,서울특별시 종로구 익선동 33-23,서울특별시 종로구 삼일대로32가길 14,279.87,"지상2,3,4",종로소방서
27,오픈하우스,고시원업,2018-01-05,서울특별시 종로구 효제동 248-1,서울특별시 종로구 대학로 4-1,243.51,"지상3,4",종로소방서
28,긍정의 집,고시원업,2018-01-03,서울특별시 종로구 낙원동 13,서울특별시 종로구 삼일대로 446-6,499.53,"지상2,3,4",종로소방서
29,UD원룸텔,고시원업,2017-10-19,서울특별시 종로구 관수동 21-2,서울특별시 종로구 수표로18길 15,396.3,"지상4,5",종로소방서
30,리빙파크원룸텔(완공시 상호변경),고시원업,2017-09-14,서울특별시 종로구 숭인동 200-25,서울특별시 종로구 종로 384,428.8,"지상3,4",종로소방서
31,행복한집,고시원업,2017-08-16,서울특별시 종로구 익선동 2-1,서울특별시 종로구 삼일대로32가길 6,494.84,"지상2,3,4,5",종로소방서
32,원 고시원,고시원업,2017-05-26,서울특별시 종로구 창신동 687-25,서울특별시 종로구 창신길 15-1,177.26,"지상2,3",종로소방서
33,종각레지던스(5층),고시원업,2017-05-02,서울특별시 종로구 견지동 110-43,서울특별시 종로구 우정국로 43,114.48,지상5,종로소방서
34,엘린하우스,고시원업,2017-02-17,서울특별시 종로구 명륜2가 209-1,서울특별시 종로구 성균관로 6-3,417.38,"지상1,2,3,4",종로소방서
35,"종각레지던스(3,4층)",고시원업,2017-01-17,서울특별시 종로구 견지동 110-43,서울특별시 종로구 우정국로 43,228.96,"지상3,4",종로소방서
36,파고다 원룸텔,고시원업,2016-12-27,서울특별시 종로구 관수동 3-3,서울특별시 종로구 삼일대로20길 17,377.17,"지상3,4,5",종로소방서
37,모던하우스,고시원업,2016-11-09,서울특별시 종로구 명륜3가 127,서울특별시 종로구 창경궁로29길 25,230.4,지상3,종로소방서
38,종로웰빙텔,고시원업,2016-11-08,서울특별시 종로구 관철동 19-7,서울특별시 종로구 삼일대로17길 40,250,"지상3,4",종로소방서
39,노블레스종로,고시원업,2016-09-09,서울특별시 종로구 관철동 13-12,서울특별시 종로구 삼일대로17길 20-1,419.34,"지상4,5,6,7",종로소방서
40,마루레지던스(종로점),고시원업,2016-08-25,서울특별시 종로구 장사동 182-9,서울특별시 종로구 종로26길 28,499.75,"지상4,5",종로소방서
41,미솜하우스,고시원업,2016-07-21,서울특별시 종로구 관철동 43-13,서울특별시 종로구 종로8길 17,253.77,"지상5,6",종로소방서
42,수레지던스,고시원업,2016-07-05,서울특별시 종로구 관철동 19-16,서울특별시 종로구 삼일대로17길 46,212.96,"지상4,5",종로소방서
43,예그린 하우스,고시원업,2016-06-03,서울특별시 종로구 관철동 27-5,서울특별시 종로구 삼일대로 388-10,284.16,"지상2,3,4",종로소방서
44,파인레지던스,고시원업,2016-05-27,서울특별시 종로구 관철동 12-6,서울특별시 종로구 삼일대로15길 18,190.52,"지상5,6",종로소방서
45,에이원 레지던스,고시원업,2016-04-20,서울특별시 종로구 관철동 43-6,서울특별시 종로구 종로10길 16,405,"지상5,6",종로소방서
46,게스트원룸텔,고시원업,2015-12-31,서울특별시 종로구 숭인동 313-8,서울특별시 종로구 지봉로 26-1,335.87,"지상2,3",종로소방서
47,화인 레지던스,고시원업,2015-12-21,서울특별시 종로구 관수동 3-5,서울특별시 종로구 삼일대로20길 13,238.02,"지상4,5",종로소방서
48,코쿤하우스,고시원업,2015-10-22,서울특별시 종로구 관철동 25,서울특별시 종로구 종로16길 22,244.04,"지상3,4",종로소방서
49,쏘울레지던스,고시원업,2015-10-14,서울특별시 종로구 관수동 154-1,서울특별시 종로구 수표로 83,286.92,"지상4,5",종로소방서
50,심플하우스,고시원업,2015-09-24,서울특별시 종로구 인의동 48-15,서울특별시 종로구 종로31길 23,435.14,"지상3,3,3,4,5",종로소방서
51,씨엘하우스,고시원업,2015-09-17,서울특별시 종로구 명륜4가 198-3,서울특별시 종로구 창경궁로 227,316,"지상2,3",종로소방서
52,꿈을향한고시원,고시원업,2015-09-14,서울특별시 종로구 명륜2가 21-17,서울특별시 종로구 창경궁로 258-10,506,"지상2,3,4",종로소방서
53,아름,고시원업,2015-08-06,서울특별시 종로구 익선동 33-25,서울특별시 종로구 삼일대로32가길 22,468.18,"지상2,3,4",종로소방서
54,푸른고시텔,고시원업,2015-07-07,서울특별시 종로구 인의동 12,서울특별시 종로구 창경궁로16길 6-4,276.26,"지상3,4",종로소방서
55,루나스테이,고시원업,2015-07-02,서울특별시 종로구 관철동 44-5,서울특별시 종로구 종로8길 20,288.58,"지상3,4,4",종로소방서
56,대학로하우스,고시원업,2015-04-30,서울특별시 종로구 명륜2가 208-5,서울특별시 종로구 성균관로 6-5,259.5,"지상2,3",종로소방서
57,아름하우스,고시원업,2015-04-01,서울특별시 종로구 견지동 21,서울특별시 종로구 율곡로4길 11-3,253.54,"지상2,3,4",종로소방서
58,혜화고시원,고시원업,2015-01-27,서울특별시 종로구 혜화동 37-1,서울특별시 종로구 창경궁로 303,155,지상2,종로소방서
59,아일랜드 레지던스,고시원업,2015-01-16,서울특별시 종로구 숭인동 1395,서울특별시 종로구 난계로 243,431.4,"지상3,4",종로소방서
60,오픈하우스 종로2가점,고시원업,2014-12-26,서울특별시 종로구 관수동 154-2,서울특별시 종로구 수표로 81,247.42,"지상4,5",종로소방서
61,해피하우스,고시원업,2014-12-10,서울특별시 종로구 종로3가 132-1,서울특별시 종로구 수표로20길 43,282.55,"지상3,4",종로소방서
62,성균고시원,고시원업,2014-10-16,서울특별시 종로구 명륜1가 10-16,서울특별시 종로구 명륜길 8,440.89,"지상3,5",종로소방서
63,오케이파크(상호변경없음),고시원업,2014-10-06,서울특별시 종로구 익선동 33-22,서울특별시 종로구 삼일대로32가길 12-3,357.6,"지상2,3,4,5,6,7",종로소방서
64,굿모닝럭스텔,고시원업,2014-09-02,서울특별시 종로구 관수동 130-1,서울특별시 종로구 수표로 86-1,204.4,지상3,종로소방서
65,황토방원룸텔,고시원업,2014-08-08,서울특별시 종로구 숭인동 189,서울특별시 종로구 종로67길 3-8,527.01,"지상2,3,4",종로소방서
66,코지고시원,고시원업,2014-07-30,서울특별시 종로구 숭인동 317-39,서울특별시 종로구 종로56길 42-8,447.15,"지상2,3,4",종로소방서
67,에덴고시원(구.해피하우스),고시원업,2014-07-30,서울특별시 종로구 숭인동 178-70,서울특별시 종로구 종로65길 12-13,477.52,"지하1/지상1,2,3",종로소방서
68,큐비 레지던스,고시원업,2014-07-23,서울특별시 종로구 창신동 384-1,서울특별시 종로구 종로 322-10,193.26,"지상1,2,3",종로소방서
69,스타원룸텔,고시원업,2014-07-08,서울특별시 종로구 명륜3가 154-3,서울특별시 종로구 창경궁로 235,308.16,"지상3,4,5",종로소방서
70,그랑빌고시원,고시원업,2014-06-20,서울특별시 종로구 숭인동 190-5,서울특별시 종로구 종로67길 3-4,232.78,"지상2,3",종로소방서
71,혜화고시텔,고시원업,2014-05-07,서울특별시 종로구 혜화동 37-1,서울특별시 종로구 창경궁로 303,251,"지상3,4",종로소방서
72,바울빌,고시원업,2014-04-22,서울특별시 종로구 명륜3가 31,서울특별시 종로구 성균관로7길 17-5,373.52,"지상1,2,3",종로소방서
73,베스트하우스,고시원업,2014-04-02,서울특별시 종로구 명륜4가 111-2,서울특별시 종로구 대학로9길 18,322.64,"지상2,3",종로소방서
74,예그린하우스,고시원업,2014-04-01,서울특별시 종로구 동숭동 1-145,서울특별시 종로구 동숭길 55,195.96,지상4,종로소방서
75,다온레지던스,고시원업,2014-03-26,서울특별시 종로구 관수동 144,서울특별시 종로구 수표로 93,368.4,"지상3,4,5,6",종로소방서
76,프렌즈율,고시원업,2014-01-09,서울특별시 종로구 명륜2가 21-23,서울특별시 종로구 창경궁로34길 18-12,274.81,"지상2,3,4",종로소방서
77,더인사게스트하우스(고우원),고시원업,2014-01-03,서울특별시 종로구 인사동 119-2,서울특별시 종로구 삼일대로 401-36,50.38,지상1,종로소방서
78,노블레지던스,고시원업,2013-12-18,서울특별시 종로구 동숭동 1-91,서울특별시 종로구 동숭길 63,365.06,"지상4,5",종로소방서
79,탑고시텔,고시원업,2013-11-14,서울특별시 종로구 명륜2가 34,서울특별시 종로구 대명길 22,318.2,"지상4,5",종로소방서
80,파인하우스,고시원업,2013-11-06,서울특별시 종로구 명륜2가 21-18,서울특별시 종로구 창경궁로 258-12,309,"지상3,4",종로소방서
81,리빙캐슬(경복궁점),고시원업,2013-10-28,서울특별시 종로구 체부동 60-2,서울특별시 종로구 자하문로1가길 5,313.08,지상2,종로소방서
82,샘고시텔,고시원업,2013-10-21,서울특별시 종로구 숭인동 1375,서울특별시 종로구 난계로29길 14,408.6,지상4,종로소방서
83,풀하우스,고시원업,2013-08-06,서울특별시 종로구 견지동 110-39,서울특별시 종로구 우정국로 45-3,335.88,"지상4,5,6",종로소방서
84,노블레스 리빙텔,고시원업,2013-06-14,서울특별시 종로구 체부동 60-2,서울특별시 종로구 자하문로1가길 5,261.54,지상4,종로소방서
85,라온하우스,고시원업,2013-05-30,서울특별시 종로구 낙원동 213-2,서울특별시 종로구 수표로 115-4,364.5,"지상3,4,5",종로소방서
86,레지던스 큐브,고시원업,2013-04-26,서울특별시 종로구 종로5가 85-3,서울특별시 종로구 대학로 1,313.49,"지상4,5,6",종로소방서
87,미리내,고시원업,2013-04-02,서울특별시 종로구 혜화동 70-5,서울특별시 종로구 혜화로2길 12-33,380,"지상2,3",종로소방서
88,동대문고시원,고시원업,2013-03-15,서울특별시 종로구 창신동 651-16,서울특별시 종로구 창신길 39-7,322,지상3,종로소방서
89,다솔하우스,고시원업,2013-03-07,서울특별시 종로구 관수동 4-4,서울특별시 종로구 종로16길 11,175.86,"지상3,4",종로소방서
90,"노블레지던스(성균관점,53번지)",고시원업,2013-03-04,서울특별시 종로구 명륜3가 53,서울특별시 종로구 성균관로 37,194.08,지상2,종로소방서
91,"노블레지던스(성균관점,52번지)",고시원업,2013-03-04,서울특별시 종로구 명륜3가 53,서울특별시 종로구 성균관로 37,249.77,지상2,종로소방서
92,아이게스트하우스,고시원업,2012-12-27,서울특별시 종로구 명륜1가 33-72,서울특별시 종로구 혜화로 31,390.96,"지상2,3,4",종로소방서
93,예그린하우스,고시원업,2012-12-24,서울특별시 종로구 동숭동 1-145,서울특별시 종로구 동숭길 55,195.96,지상3,종로소방서
94,멀티하우스,고시원업,2012-12-21,서울특별시 종로구 낙원동 146,서울특별시 종로구 수표로 118,238.26,"지상4,5",종로소방서
95,풀하우스,고시원업,2012-12-18,서울특별시 종로구 명륜2가 8-28,서울특별시 종로구 창경궁로 251,430.61,"지상3,4",종로소방서
96,수도고시원,고시원업,2012-12-10,서울특별시 종로구 종로6가 33-5,서울특별시 종로구 율곡로30길 23,149.02,지상4,종로소방서
97,예일고시원,고시원업,2012-12-04,서울특별시 종로구 숭인동 177-2,서울특별시 종로구 종로 377-3,342.14,"지상3,4,5",종로소방서
98,코니하우스,고시원업,2012-11-28,서울특별시 종로구 동숭동 1-43,서울특별시 종로구 동숭길 117,441.35,"지상6,7",종로소방서
99,청계하우스,고시원업,2012-11-28,서울특별시 종로구 예지동 220-1,서울특별시 종로구 청계천로 189-1,316.58,"지상2,3,4,5,6",종로소방서
100,쉐르빌리빙텔,고시원업,2012-11-20,서울특별시 종로구 동숭동 192-18,서울특별시 종로구 이화장길 78,359.16,"지상2,3",종로소방서
101,코코리빙텔,고시원업,2012-09-26,서울특별시 종로구 명륜2가 218,서울특별시 종로구 성균관로 13-1,122.91,지상3,종로소방서
102,홍레,고시원업,2012-07-09,서울특별시 종로구 숭인동 178-80,서울특별시 종로구 종로65길 19,286,"지상2,3",종로소방서
103,화이트빌,고시원업,2012-05-23,서울특별시 종로구 명륜2가 208-1,서울특별시 종로구 창경궁로31길 13-5,128.61,"지상1,2,3",종로소방서
104,까사미아리빙텔,고시원업,2012-04-30,서울특별시 종로구 충신동 25-11,서울특별시 종로구 율곡로27길 7-3,333.48,"지상2,3",종로소방서
105,고임순,고시원업,2012-04-10,서울특별시 종로구 연지동 59,서울특별시 종로구 창경궁로16길 10,209.89,지상5,종로소방서
106,낙원고시텔,고시원업,2012-04-02,서울특별시 종로구 낙원동 150-1,서울특별시 종로구 수표로26길 12,450,"지상1,2",종로소방서
107,아트빌고시원,고시원업,2012-03-23,서울특별시 종로구 이화동 93-10,서울특별시 종로구 율곡로17길 7-16,314.7,"지상2,3,4",종로소방서
108,게스트고시텔,고시원업,2012-03-05,서울특별시 종로구 종로5가 231-9,서울특별시 종로구 종로 236-1,251.24,"지상4,5",종로소방서
109,미블레스,고시원업,2012-02-28,서울특별시 종로구 명륜4가 70-4,서울특별시 종로구 대학로11길 38-11,200.92,"지상2,3",종로소방서
110,라임하우스,고시원업,2012-01-30,서울특별시 종로구 명륜2가 222,서울특별시 종로구 성균관로 13,169.69,지상3,종로소방서
111,코아리빙텔,고시원업,2011-12-29,서울특별시 종로구 명륜1가 83-5,서울특별시 종로구 성균관로 40,263.3,지상2,종로소방서
112,소호고시텔,고시원업,2011-12-27,서울특별시 종로구 청진동 6,서울특별시 종로구 삼봉로 68,637.5,"지상5,6,7",종로소방서
113,솔내음,고시원업,2011-12-09,서울특별시 종로구 익선동 33-8,서울특별시 종로구 삼일대로32가길 19,218.82,"지상2,3,4",종로소방서
114,중앙레지던스,고시원업,2011-11-25,서울특별시 종로구 관수동 15,서울특별시 종로구 수표로 90-1,312.81,"지상3,4",종로소방서
115,epl하우스,고시원업,2011-11-23,서울특별시 종로구 연지동 35,서울특별시 종로구 창경궁로16길 25-6,344.78,"지상1,2,3,4",종로소방서
116,호스텔코리아,고시원업,2011-11-07,서울특별시 종로구 숭인동 178-65,서울특별시 종로구 종로65길 20-12,423.4,"지상1,2,3",종로소방서
117,마이빌원룸텔,고시원업,2011-10-25,서울특별시 종로구 종로6가 210-11,서울특별시 종로구 종로41길 48,368.14,"지상3,4",종로소방서
118,영신주택,고시원업,2011-09-22,서울특별시 종로구 혜화동 80-1,서울특별시 종로구 혜화로2길 12-11,403.66,"지하1/지상1,2,3,4",종로소방서
119,오투원룸텔,고시원업,2011-08-29,서울특별시 종로구 묘동 112,서울특별시 종로구 돈화문로 52,510.72,"지상3,4",종로소방서
120,혜성고시원,고시원업,2011-08-19,서울특별시 종로구 혜화동 79-2,서울특별시 종로구 혜화로2길 12-25,464.07,"지하1/지상1,2,3,4,5",종로소방서
121,애플원룸텔,고시원업,2011-07-04,서울특별시 종로구 숭인동 200-33,서울특별시 종로구 종로 382,195.96,지상3,종로소방서
122,이례원룸텔,고시원업,2011-05-25,서울특별시 종로구 익선동 33-7,서울특별시 종로구 삼일대로32가길 15,329.54,"지상2,3",종로소방서
123,파인하우스,고시원업,2011-04-15,서울특별시 종로구 숭인동 298-2,서울특별시 종로구 종로 346,397.12,"지상4,5",종로소방서
124,명가고시원,고시원업,2011-04-01,서울특별시 종로구 명륜3가 5,서울특별시 종로구 성균관로7길 22-4,504.06,"지상1,2,3,4",종로소방서
125,마이홈리빙텔,고시원업,2011-03-22,서울특별시 종로구 낙원동 235-11,서울특별시 종로구 종로17길 48,533.73,"지하2,1/지상1,2,3,4,5",종로소방서
126,오픈하우스혜화역점,고시원업,2011-03-15,서울특별시 종로구 명륜2가 184,서울특별시 종로구 대명길 40,363.64,"지상4,5",종로소방서
127,블루밍,고시원업,2011-02-24,서울특별시 종로구 명륜2가 43-1,서울특별시 종로구 성균관로4길 25,355.54,지상5,종로소방서
128,대성고시텔,고시원업,2011-02-16,서울특별시 종로구 익선동 33-21,서울특별시 종로구 삼일대로32가길 12-5,137.28,"지상2,3,4",종로소방서
129,아이비하우스,고시원업,2011-02-11,서울특별시 종로구 명륜2가 177,서울특별시 종로구 창경궁로 246-3,189.96,"지상3,4",종로소방서
130,리치스터디텔,고시원업,2011-01-25,서울특별시 종로구 명륜1가 16-10,서울특별시 종로구 성균관로 62-7,757.49,"지하1/지상1,2,3,4,5",종로소방서
131,나무그늘원룸텔,고시원업,2010-12-15,서울특별시 종로구 숭인동 218,서울특별시 종로구 종로 372,353.45,지상3,종로소방서
132,시티원룸텔,고시원업,2010-12-15,서울특별시 종로구 관철동 19-6,서울특별시 종로구 삼일대로17길 36,277.92,"지상3,4,5",종로소방서
133,두리고시원,고시원업,2010-12-07,서울특별시 종로구 숭인동 211-17,서울특별시 종로구 종로66가길 33,768.15,"지상2,3,4,5,6",종로소방서
134,스카이빌,고시원업,2010-10-18,서울특별시 종로구 명륜1가 10-39,서울특별시 종로구 성균관로15길 44,489.97,"지상1,2,3,4",종로소방서
135,혜원고시원,고시원업,2010-10-06,서울특별시 종로구 혜화동 74-12,서울특별시 종로구 혜화로 14-1,108.73,지상3,종로소방서
136,파고다테크,고시원업,2010-09-16,서울특별시 종로구 낙원동 207,서울특별시 종로구 수표로 111,667,지상2,종로소방서
137,명륜고시원,고시원업,2010-07-28,서울특별시 종로구 명륜3가 27-1,서울특별시 종로구 성균관로7길 13-6,347.12,"지하1/지상1,2",종로소방서
138,풀하우스,고시원업,2010-07-16,서울특별시 종로구 명륜1가 16-20,서울특별시 종로구 성균관로 58-7,277.52,"지하1/지상1,2",종로소방서
139,이화고시원,고시원업,2010-07-12,서울특별시 종로구 이화동 28-18,서울특별시 종로구 이화장1길 24,182.82,"지상2,3",종로소방서
140,최병호고시원,고시원업,2010-06-22,서울특별시 종로구 명륜1가 36-10,서울특별시 종로구 혜화로5길 45,167.98,지상1,종로소방서
141,올리브하우스,고시원업,2010-06-14,서울특별시 종로구 숭인동 56-38,서울특별시 종로구 지봉로12길 6,367.04,지상5,종로소방서
142,필하우스,고시원업,2010-06-07,서울특별시 종로구 명륜1가 36-6,서울특별시 종로구 혜화로5길 47,747,"지상2,3,4,5,6",종로소방서
143,필운 프라자,고시원업,2010-04-12,서울특별시 종로구 필운동 197-1,서울특별시 종로구 자하문로1길 43,253.78,지상2,종로소방서
144,썬하우스,고시원업,2010-02-08,서울특별시 종로구 종로3가 13-5,서울특별시 종로구 종로 121,244.43,"지상5,6,7",종로소방서
145,신세대고시텔,고시원업,2010-02-01,서울특별시 종로구 종로3가 12-1,서울특별시 종로구 종로 117-1,226.44,"지상4,5",종로소방서
146,파인트리,고시원업,2010-01-28,서울특별시 종로구 명륜1가 7-10,서울특별시 종로구 성균관로15길 42,592.88,"지하1/지상1,2,3,4",종로소방서
147,게스트하우스,고시원업,2010-01-27,서울특별시 종로구 연지동 243-4,서울특별시 종로구 종로31가길 8,452.92,"지상2,3,4",종로소방서
148,노블레지던스,고시원업,2010-01-08,서울특별시 종로구 명륜3가 1-218,서울특별시 종로구 창경궁로27길 31,490.84,"지상1,2,3",종로소방서
149,이든하우스,고시원업,2009-11-30,서울특별시 종로구 관철동 12-3,서울특별시 종로구 종로14길 26,282.38,"지상4,5,6",종로소방서
150,광성원룸텔,고시원업,2009-11-09,서울특별시 종로구 구기동 85-24,서울특별시 종로구 진흥로 435-2,497.6,"지하1/지상2,3",종로소방서
151,오투원룸텔,고시원업,2009-10-23,서울특별시 종로구 명륜4가 63-2,서울특별시 종로구 대학로11길 38-3,211.6,"지상2,3",종로소방서
152,올리브하우스,고시원업,2009-09-18,서울특별시 종로구 필운동 194,서울특별시 종로구 자하문로1길 45-4,549.44,"지상1,2,3,4,5",종로소방서
153,코아리빙텔,고시원업,2009-09-09,서울특별시 종로구 창신동 582-3,서울특별시 종로구 창신길 42,284.86,"지상2,3",종로소방서
154,노블레지던스,고시원업,2009-09-03,서울특별시 종로구 관철동 19-19,서울특별시 종로구 삼일대로17길 50,265.76,"지상4,5",종로소방서
155,오투원룸텔,고시원업,2009-07-07,서울특별시 종로구 내자동 145,서울특별시 종로구 사직로 108-9,165.19,지상1,종로소방서
156,퀸스클럽,고시원업,2009-05-26,서울특별시 종로구 명륜1가 5-3,서울특별시 종로구 성균관로17길 5,140.73,지상1,종로소방서
157,허브하우스,고시원업,2009-04-09,서울특별시 종로구 명륜2가 13,서울특별시 종로구 창경궁로 259,367.72,"지상4,5",종로소방서
158,눈꽃게스트하우스,고시원업,2008-10-13,서울특별시 종로구 명륜2가 211,서울특별시 종로구 성균관로 12,492.24,지상4,종로소방서
159,코코레지던스종로2가,고시원업,2008-06-12,서울특별시 종로구 종로2가 39,서울특별시 종로구 종로17길 12,436.86,지상3,종로소방서
160,제일고시원,고시원업,2008-03-31,서울특별시 종로구 창신동 538-1,서울특별시 종로구 종로 307,234,지상5,종로소방서
161,소호리빙텔,고시원업,2008-02-01,서울특별시 종로구 홍지동 51-4,서울특별시 종로구 홍지문2가길 3-2,237.74,"지상1,2",종로소방서
162,상명고시원(별관),고시원업,2008-01-31,서울특별시 종로구 홍지동 60-2,서울특별시 종로구 홍지문2길 6,399.2,"지상2,3",종로소방서
163,상명고시원(본관),고시원업,2008-01-31,서울특별시 종로구 홍지동 60-2,서울특별시 종로구 홍지문2길 6,705.6,"지상2,3",종로소방서
164,미래고시텔,고시원업,2007-12-26,서울특별시 종로구 명륜3가 82-3,서울특별시 종로구 성균관로5길 9,286.34,"지상3,4",종로소방서
165,코코레지던스종로2가점,고시원업,2007-12-21,서울특별시 종로구 종로2가 39,서울특별시 종로구 종로17길 12,436.86,지상4,종로소방서
166,선명파빌리온(구.선명고시원),고시원업,2007-11-14,서울특별시 종로구 명륜2가 158,서울특별시 종로구 창경궁로31길 30,740.7,"지상1,2,3",종로소방서
167,행복한고시원,고시원업,2007-11-06,서울특별시 종로구 숭인동 1414,서울특별시 종로구 종로66길 17,282.23,"지상4,5",종로소방서
168,굿스테이원룸텔,고시원업,2007-10-16,서울특별시 종로구 동숭동 2-4,서울특별시 종로구 동숭4가길 24,375.13,지하1,종로소방서
169,솔리빙텔,고시원업,2007-08-30,서울특별시 종로구 관철동 12-18,서울특별시 종로구 삼일대로17길 19,193.94,지상5,종로소방서
170,e-편한고시원(연암고시원),고시원업,2007-07-09,서울특별시 종로구 교남동 47-2,서울특별시 종로구 통일로 156-1,308.89,지상4,종로소방서
171,엘리트레지던스,고시원업,2007-06-01,서울특별시 종로구 관수동 4-2,서울특별시 종로구 삼일대로20길 20,396.87,"지상5,6,7",종로소방서
172,국일고시원,고시원업,2007-04-23,서울특별시 종로구 관수동 149-1,서울특별시 종로구 청계천로 109,281.86,"지상2,3",종로소방서
173,성대으뜸고시원,고시원업,2007-03-09,서울특별시 종로구 명륜3가 1-204,서울특별시 종로구 명륜길 40,148.67,지상2,종로소방서
174,동암고시원,고시원업,2007-02-06,서울특별시 종로구 낙원동 243-1,서울특별시 종로구 수표로 133,286.3,"지상3,4",종로소방서
175,보보레지던스 동대문점,고시원업,2006-03-23,서울특별시 종로구 창신동 460-1,서울특별시 종로구 종로48길 12,995,"지상3,4",종로소방서
176,으뜸고시원,고시원업,2004-11-12,서울특별시 종로구 명륜3가 1-204,서울특별시 종로구 명륜길 40,400.97,"지상3,4,5",종로소방서
177,어반레지던스,고시원업,2022-03-30,서울특별시 중구 인현동2가 181-5,서울특별시 중구 마른내로8길 13,551.25,"지상1,2,3,3/옥탑4",중부소방서
178,명동STAY원룸텔,고시원업,2021-06-24,서울특별시 중구 충무로2가 62-8,서울특별시 중구 퇴계로 141,423.16,"지상2,3,4/옥탑5",중부소방서
179,라곰하우스,고시원업,2020-06-08,서울특별시 중구 충무로5가 79-1,서울특별시 중구 서애로 6-1,426.82,"지상4,5",중부소방서
180,코리아레지던스,고시원업,2011-09-23,서울특별시 중구 주교동 96-1,서울특별시 중구 청계천로 188,254.54,지상8,중부소방서
181,탑하우스,고시원업,2019-07-03,서울특별시 중구 다동 58-1,서울특별시 중구 다동길 33,392,"지상6,7",중부소방서
182,케이팝하우스,고시원업,2019-01-02,서울특별시 중구 남창동 211,서울특별시 중구 퇴계로2길 20,375.96,"지상1,2,3",중부소방서
