연번,상호명,업종,완비증명 발급일,지번 주소,도로명 주소,영업장 면적,영업장 층,관할소방서
2683,동원(구. 동광),고시원업,2013-01-04,서울특별시 구로구 구로동 1129-63,서울특별시 구로구 디지털로32가길 96,927.83,"지상2,3,4,5",구로소방서
2684,예찬고시원,고시원업,2013-07-10,서울특별시 구로구 오류동 270-5,서울특별시 구로구 서해안로 2242,293,"지상3,4",구로소방서
2685,동일,고시원업,2012-09-04,서울특별시 구로구 구로동 31-14,서울특별시 구로구 공원로6나길 17-12,300.17,"지상1,2,3,4",구로소방서
2686,미래하우스,고시원업,2013-06-12,서울특별시 구로구 고척동 76-88,서울특별시 구로구 경인로47길 31,321.25,지상4,구로소방서
2687,삼성리빙텔,고시원업,2013-05-24,서울특별시 구로구 가리봉동 131-19,서울특별시 구로구 디지털로 223,293.13,지상3,구로소방서
2688,더하우스,고시원업,2013-08-12,서울특별시 구로구 가리봉동 135-58,서울특별시 구로구 남부순환로105길 26,469.88,"지상2,3",구로소방서
2689,드림타워,고시원업,2012-09-07,서울특별시 구로구 구로동 182-1,서울특별시 구로구 디지털로35길 7,967.34,"지상2,3,4,5,6,7",구로소방서
2690,라임하우스,고시원업,2007-07-25,서울특별시 구로구 구로동 1130-1,서울특별시 구로구 시흥대로163길 15,279.46,지상3,구로소방서
2691,일해,고시원업,2011-02-16,서울특별시 구로구 구로동 1132-3,서울특별시 구로구 시흥대로161길 18,942.9,"지상3,4,5,6,7,8,9",구로소방서
2692,루첸티II,고시원업,2012-05-30,서울특별시 구로구 고척동 76-32,서울특별시 구로구 중앙로1길 18-8,838.32,"지상4,5,6,7,8",구로소방서
2693,루첸티I,고시원업,2012-05-30,서울특별시 구로구 고척동 76-424,서울특별시 구로구 중앙로1길 10,976.23,"지상4,5,6,7,8,9,10",구로소방서
2694,스카이뷰,고시원업,2012-07-09,서울특별시 구로구 구로동 1129-65,서울특별시 구로구 디지털로32가길 76-9,907.87,"지상6,7,8,9",구로소방서
2695,인창고시텔,고시원업,2007-11-01,서울특별시 구로구 구로동 420-42,서울특별시 구로구 구로동로38길 5,151.2,지상3,구로소방서
2696,해피홀릭하우스,고시원업,2011-01-07,서울특별시 구로구 개봉동 327-3,서울특별시 구로구 개봉로17길 18-48,552.74,"지하1/지상1,2,3,4",구로소방서
2697,대성,고시원업,2007-09-27,서울특별시 구로구 구로동 1129-3,서울특별시 구로구 디지털로32가길 46-5,780.84,"지상2,3,4",구로소방서
2698,태원고시원,고시원업,2011-02-15,서울특별시 구로구 구로동 519,서울특별시 구로구 구로중앙로32길 12,625.98,"지상3,4,5",구로소방서
2699,신우주,고시원업,2011-01-28,서울특별시 구로구 구로동 1132-4,서울특별시 구로구 시흥대로161길 20,942.9,"지상3,4,5,6,7,8,9",구로소방서
2700,한신리빙텔,고시원업,2010-11-08,서울특별시 구로구 구로동 31-23,서울특별시 구로구 공원로6나길 17-5,354.71,"지하1/지상1,2,3",구로소방서
2701,인애고시텔,고시원업,2010-07-20,서울특별시 구로구 구로동 570-61,서울특별시 구로구 새말로 38-17,360.04,"지상1,2",구로소방서
2702,개봉고시텔,고시원업,2008-07-24,서울특별시 구로구 개봉동 171-10,서울특별시 구로구 개봉로24길 43-4,326.94,지상2,구로소방서
2703,스토리하우스,고시원업,2007-11-08,서울특별시 구로구 구로동 1124-47,서울특별시 구로구 디지털로32나길 29,310.96,지상4,구로소방서
2704,심플하우스,고시원업,2008-04-02,서울특별시 구로구 구로동 612-6,서울특별시 구로구 구로중앙로 217-1,330,지상3,구로소방서
2705,구로한샘고시원,고시원업,2007-10-27,서울특별시 구로구 구로동 1126-16,서울특별시 구로구 시흥대로 541,135,지상3,구로소방서
2706,로얄고시원,고시원업,2007-04-13,서울특별시 구로구 구로동 733-21,서울특별시 구로구 구로동로22길 5-26,396.16,"지상3,4",구로소방서
2707,대흥고시원,고시원업,2007-03-22,서울특별시 구로구 구로동 481-7,서울특별시 구로구 구로동로 203,106,지상2,구로소방서
2708,스마일고시원,고시원업,2012-11-16,서울특별시 구로구 구로동 1132-10,서울특별시 구로구 시흥대로161가길 19-7,663.48,"지상2,3,4,5,6,7",구로소방서
2709,스카이2,고시원업,2012-12-07,서울특별시 구로구 구로동 1132-28,서울특별시 구로구 시흥대로161길 32,798.88,"지상2,3,4,5,6,7,8",구로소방서
2710,스타빌딩,고시원업,2012-01-20,서울특별시 구로구 구로동 125-98,서울특별시 구로구 도림천로 376,929,"지상2,3,4,5,6,7,8,9",구로소방서
2711,한성고시원,고시원업,2010-11-29,서울특별시 구로구 구로동 734-15,서울특별시 구로구 구로동로26길 36,216.57,지상4,구로소방서
2712,휴먼빌원룸텔,고시원업,2011-06-16,서울특별시 구로구 온수동 59-6,서울특별시 구로구 부일로1가길 21,382.08,"지상2,3",구로소방서
2713,미소빌고시원,고시원업,2012-11-27,서울특별시 구로구 구로동 182-25,서울특별시 구로구 디지털로35길 5,306.32,"지상2,3,4,5",구로소방서
2714,삼성팰리스(구.이재명고시원),고시원업,2012-08-13,서울특별시 구로구 구로동 551-97,서울특별시 구로구 구로중앙로32가길 40,285.28,"지상2,3,4",구로소방서
2715,솔빛나래2,고시원업,2012-01-30,서울특별시 구로구 구로동 470-2,서울특별시 구로구 벚꽃로 468,883.45,"지하1/지상1,2,3,4,5",구로소방서
2716,노블레지던스 구로역점,고시원업,2012-01-02,서울특별시 구로구 구로동 571-16,서울특별시 구로구 새말로8길 3,357.21,"지상3,4,5",구로소방서
2717,구로힐스테이(레지던스휴),고시원업,2012-12-24,서울특별시 구로구 구로동 1125-3,서울특별시 구로구 디지털로32길 97-22,354.37,지상4,구로소방서
2718,솔고시원,고시원업,2012-01-25,서울특별시 구로구 개봉동 475,서울특별시 구로구 경인로40길 11,155.4,지상4,구로소방서
2719,다인빌딩,고시원업,2011-09-29,서울특별시 구로구 구로동 97-6,서울특별시 구로구 구로중앙로18길 71,2515.7,"지상3,4,5,6,7,8,9,10,11,12,13",구로소방서
2720,코지하우스,고시원업,2006-11-24,서울특별시 구로구 구로동 732-2,서울특별시 구로구 구로동로 126,455.76,"지상3,4",구로소방서
2721,시몬고시원(2층),고시원업,2007-12-21,서울특별시 구로구 구로동 806-78,서울특별시 구로구 구로동로 78,201.03,지상2,구로소방서
2722,힐리빙텔,고시원업,2007-06-20,서울특별시 구로구 구로동 733-10,서울특별시 구로구 구로동로 126-20,423.36,지상3,구로소방서
2723,라움하우스,고시원업,2011-01-27,서울특별시 구로구 고척동 76-422,서울특별시 구로구 중앙로1길 15,555.2,"지상2,3,4,5,6,7,8,9",구로소방서
2724,시티빌고시원,고시원업,2007-12-27,서울특별시 구로구 가리봉동 89-138,서울특별시 구로구 구로동로 34,297,지상2,구로소방서
2725,월드원룸텔,고시원업,2007-02-22,서울특별시 구로구 오류동 44-10,서울특별시 구로구 경인로 176,365.65,지상2,구로소방서
2726,태성고시원,고시원업,2011-05-12,서울특별시 구로구 고척동 62-77,서울특별시 구로구 안양천로537가길 22-5,238.18,"지상2,3",구로소방서
2727,웰컴 (구.류흥열) 고시원,고시원업,2010-11-25,서울특별시 구로구 구로동 1130-68,서울특별시 구로구 디지털로32다길 46-9,943.69,"지상2,3,4,5,6,7,8",구로소방서
2728,정호그린,고시원업,2012-01-27,서울특별시 구로구 구로동 125-116,서울특별시 구로구 도림천로 378,796.2,"지상3,4,5,6,7",구로소방서
2729,솔빛나래1,고시원업,2012-01-19,서울특별시 구로구 구로동 470-1,서울특별시 구로구 벚꽃로 470,747.14,"지하1/지상1,2,3,4",구로소방서
2730,부광고시원,고시원업,2012-01-27,서울특별시 구로구 구로동 1129-8,서울특별시 구로구 디지털로32가길 54,959,"지상2,3,4,5,6,7,8,9",구로소방서
2731,청솔고시원,고시원업,2007-10-17,서울특별시 구로구 오류동 34-1,서울특별시 구로구 경인로25길 14-3,198,"지상2,3",구로소방서
2732,동진고시원,고시원업,2002-01-01,서울특별시 구로구 오류동 23-36,서울특별시 구로구 경인로19길 12,335,지상4,구로소방서
2733,드림고시원(구.코코 원룸텔),고시원업,2011-07-05,서울특별시 구로구 구로동 113-4,서울특별시 구로구 구로중앙로28길 35-11,127.68,지상2,구로소방서
2734,아침해 리빙텔(구.천도고시원),고시원업,2011-08-18,서울특별시 구로구 구로동 1124-7,서울특별시 구로구 디지털로32길 97-21,342,"지상3,4",구로소방서
2735,골든팰리스,고시원업,2011-11-21,서울특별시 구로구 구로동 1129-10,서울특별시 구로구 디지털로32가길 56,782.41,"지상2,3,4,5,6,7",구로소방서
2736,한별원룸고시원,고시원업,2007-10-24,서울특별시 구로구 가리봉동 89-25,서울특별시 구로구 디지털로27길 127,138,지상3,구로소방서
2737,썬타워 고시원,고시원업,2011-05-25,서울특별시 구로구 구로동 1132-5,서울특별시 구로구 시흥대로161가길 13,650.84,"지상4,5,6,7",구로소방서
2738,파인 하우스,고시원업,2011-05-11,서울특별시 구로구 구로동 1129-22,서울특별시 구로구 디지털로32가길 76-29,870.88,"지상2,3,4,5",구로소방서
2739,스마트 밸리,고시원업,2011-03-22,서울특별시 구로구 구로동 1129-26,서울특별시 구로구 디지털로32가길 76-17,902.94,"지상5,6,7,8",구로소방서
2740,캐슬리빙텔,고시원업,2009-12-24,서울특별시 구로구 구로동 461-5,서울특별시 구로구 구로동로 179,295.6,지상4,구로소방서
2741,코스모고시원,고시원업,2010-12-03,서울특별시 구로구 구로동 1130-24,서울특별시 구로구 디지털로32다길 46-13,922.69,"지상2,3,4,5,6,7,8",구로소방서
2742,상준고시원,고시원업,2007-04-12,서울특별시 구로구 구로동 129-26,서울특별시 구로구 구로중앙로12길 17,355.02,"지하1/지상2,3",구로소방서
2743,대림고시텔,고시원업,2004-03-19,서울특별시 구로구 구로동 142-76,서울특별시 구로구 구로중앙로 8,346.8,"지상2,3",구로소방서
2744,하얀고시텔,고시원업,2003-05-31,서울특별시 구로구 구로동 138-8,서울특별시 구로구 구로중앙로 24,206.88,"지상3,4",구로소방서
2745,토마토리빙텔,고시원업,2007-10-24,서울특별시 구로구 구로동 1124-6,서울특별시 구로구 디지털로32길 97-27,195.3,지상4,구로소방서
2746,탑빌리지,고시원업,2010-11-16,서울특별시 구로구 구로동 1130-35,서울특별시 구로구 시흥대로161가길 16-10,454.38,"지상2,3,4,5,6,7",구로소방서
2747,클래식리빙텔,고시원업,2007-12-10,서울특별시 구로구 구로동 1131-10,서울특별시 구로구 디지털로32다길 51,240.3,"지상1,2,3",구로소방서
2748,장원,고시원업,2012-12-24,서울특별시 구로구 구로동 31-17,서울특별시 구로구 공원로6나길 17-20,321.41,"지상1,2,3,4",구로소방서
2749,디지털레지던스(구.보보레지던스),고시원업,2012-01-20,서울특별시 구로구 구로동 1130-8,서울특별시 구로구 디지털로32다길 46,633.82,"지상3,4",구로소방서
2750,비더스테이 구로역점,고시원업,2012-02-28,서울특별시 구로구 구로동 486-37,서울특별시 구로구 구로동로 209-1,320.16,"지상2,3",구로소방서
2751,동명빌,고시원업,2011-02-10,서울특별시 구로구 구로동 1130-2,서울특별시 구로구 시흥대로163길 17,758.51,"지상2,3,4,5,6,7",구로소방서
2752,효겸고시원,고시원업,2010-09-17,서울특별시 구로구 온수동 6,서울특별시 구로구 부일로9길 69,209.84,지상2,구로소방서
2753,썬고시원,고시원업,2010-06-17,서울특별시 구로구 개봉동 198-31,서울특별시 구로구 개봉로20길 91-16,246.15,"지상2,3,4",구로소방서
2754,드림하우스,고시원업,2010-10-08,서울특별시 구로구 구로동 1130-7,서울특별시 구로구 디지털로32다길 40,796.47,"지상3,4,5,6,8",구로소방서
2755,휴식대림점,고시원업,2010-10-07,서울특별시 구로구 구로동 147-3,서울특별시 구로구 도림로 92,303,"지상3,4",구로소방서
2756,한미르고시원,고시원업,2011-09-30,서울특별시 구로구 구로동 1129-56,서울특별시 구로구 디지털로32가길 76-1,930.65,"지상2,3,4,5,6",구로소방서
2757,지오빌리지,고시원업,2011-08-19,서울특별시 구로구 오류동 6-15,서울특별시 구로구 고척로3길 11,233.64,"지상2,3,4",구로소방서
2758,에스제이고시텔,고시원업,2010-12-02,서울특별시 구로구 구로동 569-9,서울특별시 구로구 새말로 17,927.4,"지상4,5,6,7,8",구로소방서
2759,시몬고시원(5층),고시원업,2007-06-05,서울특별시 구로구 구로동 806-78,서울특별시 구로구 구로동로 78,201.03,지상5,구로소방서
2760,대명고시원,고시원업,2007-08-22,서울특별시 구로구 구로동 607-1,서울특별시 구로구 경인로55길 21,264,지상2,구로소방서
2761,심플하우스,고시원업,2008-10-06,서울특별시 구로구 구로동 748-58,서울특별시 구로구 도림로 23,198.34,지상2,구로소방서
2762,삼성리빙텔,고시원업,2008-09-17,서울특별시 구로구 구로동 327-9,서울특별시 구로구 구로동로26길 79,352.8,지상2,구로소방서
2763,다사랑 고시원,고시원업,2012-09-28,서울특별시 구로구 오류동 6-72,서울특별시 구로구 고척로1길 14-29,129.76,"지상2,3",구로소방서
2764,금탑고시원,고시원업,2007-04-09,서울특별시 구로구 구로동 95-8,서울특별시 구로구 구로중앙로18길 46,219,"지상2,3",구로소방서
2765,한빛고시원,고시원업,2012-11-23,서울특별시 구로구 궁동 208-16,서울특별시 구로구 부일로15길 29,164.6,지상3,구로소방서
2766,상록고시텔(2층),고시원업,2011-03-16,서울특별시 구로구 개봉동 353-26,서울특별시 구로구 개봉로 123,163.08,지상2,구로소방서
2767,파스텔시티,고시원업,2012-01-30,서울특별시 구로구 구로동 1129-29,서울특별시 구로구 디지털로32가길 76-11,830.17,"지상5,6,7,8,9",구로소방서
2768,아름다운고시원,고시원업,2011-12-14,서울특별시 구로구 구로동 730-24,서울특별시 구로구 구로동로26길 25,102.81,지상2,구로소방서
2769,진명고시원,고시원업,2012-07-19,서울특별시 구로구 구로동 1132-42,서울특별시 구로구 디지털로32가길 73,991.74,"지상2,3,4,5,6,7",구로소방서
2770,비발디고시원,고시원업,2011-06-23,서울특별시 구로구 구로동 1130-4,서울특별시 구로구 시흥대로163길 17-3,467.01,"지상1,2,3,4,5,6,7",구로소방서
2771,다은고시원,고시원업,2011-05-04,서울특별시 구로구 오류동 143-10,서울특별시 구로구 오류로8길 142-2,195.51,"지상1,2,3",구로소방서
2772,오페라,고시원업,2011-03-02,서울특별시 구로구 구로동 1129-5,서울특별시 구로구 디지털로32가길 46-3,862.4,"지상2,3,4,5,6",구로소방서
2773,제일고시원,고시원업,2007-09-19,서울특별시 구로구 가리봉동 131-20,서울특별시 구로구 디지털로 219,301.49,지상3,구로소방서
2774,선비고시원,고시원업,2007-09-17,서울특별시 구로구 가리봉동 127-15,서울특별시 구로구 남부순환로105라길 6-9,295.86,"지상1,2",구로소방서
2775,홈리빙텔,고시원업,2012-03-07,서울특별시 구로구 구로동 327-58,서울특별시 구로구 구로동로26길 81,361.65,지상3,구로소방서
2776,하나고시텔,고시원업,2008-05-16,서울특별시 구로구 구로동 142-74,서울특별시 구로구 구로중앙로 12,318.24,"지상2,3",구로소방서
2777,꿈꾸다고시원,고시원업,2007-10-17,서울특별시 구로구 온수동 47-1,서울특별시 구로구 경인로 31-28,240.04,지상3,구로소방서
2778,상록고시원,고시원업,2010-06-18,서울특별시 구로구 구로동 461-3,서울특별시 구로구 구로동로 183,397,지상3,구로소방서
2779,정명고시원,고시원업,2009-03-23,서울특별시 구로구 구로동 735-13,서울특별시 구로구 구로동로22길 8-9,514,지상2,구로소방서
2780,우리고시원,고시원업,2007-05-20,서울특별시 구로구 오류동 13-21,서울특별시 구로구 경인로19길 23,200,지상2,구로소방서
2781,풀하우스,고시원업,2013-08-28,서울특별시 구로구 구로동 722-16,서울특별시 구로구 구로동로17길 8,314.86,"지상3,4",구로소방서
2782,다정하우스,고시원업,2007-06-04,서울특별시 구로구 구로동 40-3,서울특별시 구로구 공원로6나길 12,273.32,"지상5,6",구로소방서
2783,조우네오,고시원업,2010-10-28,서울특별시 구로구 구로동 1132-14,서울특별시 구로구 시흥대로161길 24,985.18,"지상2,3,4,5,6,7,8",구로소방서
2784,그랜드텔,고시원업,2011-11-09,서울특별시 구로구 오류동 11-4,서울특별시 구로구 고척로4길 20,1247.12,"지상1,2,3,4,5,6,7,8,9",구로소방서
2785,홍종욱고시원,고시원업,2011-10-25,서울특별시 구로구 구로동 41-14,서울특별시 구로구 공원로8길 49,574.88,"지상1,2,3,4,5,6",구로소방서
2786,구로고시원,고시원업,2011-12-16,서울특별시 구로구 구로동 486-44,서울특별시 구로구 구로동로 211,102.96,지상4,구로소방서
2787,신성고시원,고시원업,2012-09-13,서울특별시 구로구 구로동 486-52,서울특별시 구로구 구로동로47길 3,86.69,지상2,구로소방서
2788,삼영빌딩,고시원업,2011-07-14,서울특별시 구로구 구로동 1132-32,서울특별시 구로구 시흥대로161가길 23-9,976.08,"지상5,6,7,8,9",구로소방서
2789,명우,고시원업,2010-08-20,서울특별시 구로구 구로동 1132-37,서울특별시 구로구 시흥대로161가길 21,862.4,"지상4,5,6,7,8",구로소방서
2790,G그린 레지던스,고시원업,2010-02-03,서울특별시 구로구 온수동 44-10,서울특별시 구로구 경인로 23,339.8,지상3,구로소방서
2791,미라클원룸,고시원업,2011-02-17,서울특별시 구로구 구로동 142-77,서울특별시 구로구 구로중앙로 6,324.67,"지상3,4",구로소방서
2792,멀티하우스 리빙텔 구로점,고시원업,2009-09-25,서울특별시 구로구 구로동 111-16,서울특별시 구로구 구로중앙로28길 65,316.4,지상4,구로소방서
2793,멤버스캐슬고시원,고시원업,2005-08-18,서울특별시 구로구 구로동 1130-57,서울특별시 구로구 디지털로32가길 53,479.64,"지상1,2,3",구로소방서
2794,데이지리빙텔(구.현대고시텔),고시원업,2008-02-29,서울특별시 구로구 구로동 139-124,서울특별시 구로구 구로중앙로 23,425.16,"지상3,4,5",구로소방서
2795,정명고시텔,고시원업,2012-03-02,서울특별시 구로구 개봉동 403-65,서울특별시 구로구 개봉로 56,257,지상4,구로소방서
2796,로즈빌고시원,고시원업,2007-07-12,서울특별시 구로구 개봉동 170-39,서울특별시 구로구 경인로 340,359.66,"지상3,4",구로소방서
2797,남구로고시원,고시원업,2014-12-26,서울특별시 구로구 구로동 779-34,서울특별시 구로구 도림로 44,540.58,"지상3,4",구로소방서
2798,대학고시텔,고시원업,2007-01-24,서울특별시 구로구 고척동 62-22,서울특별시 구로구 안양천로537가길 42,352.21,"지상2,3,4",구로소방서
2799,마이홈고시원,고시원업,2007-05-18,서울특별시 구로구 고척동 53-2,서울특별시 구로구 경인로47길 49,316.7,"지상2,3",구로소방서
2800,동양고시원,고시원업,2007-05-18,서울특별시 구로구 고척동 52-199,서울특별시 구로구 경인로47길 22,247.84,"지상3,4",구로소방서
2801,봄솔리빙텔,고시원업,2007-10-04,서울특별시 구로구 구로동 104-7,서울특별시 구로구 가마산로27길 7,347.9,"지상2,3",구로소방서
2802,예성리빙텔(예성웰빙텔),고시원업,2007-10-08,서울특별시 구로구 구로동 731-1,서울특별시 구로구 구로동로26길 16,471.41,지상2,구로소방서
2803,빌보드,고시원업,2013-03-18,서울특별시 구로구 구로동 1129-46,서울특별시 구로구 디지털로32가길 86-5,1041.76,"지상1,2,3,4",구로소방서
2804,JBW,고시원업,2013-04-09,서울특별시 구로구 가리봉동 136-77,서울특별시 구로구 남부순환로107길 1,234.4,"지상3,4",구로소방서
2805,명성고시원,고시원업,2007-11-02,서울특별시 구로구 오류동 147-89,서울특별시 구로구 오류로8길 90,544.62,"지상2,3,4",구로소방서
2806,명성고시원,고시원업,2007-05-30,서울특별시 구로구 오류동 147-89,서울특별시 구로구 오류로8길 90,238.1,지하1,구로소방서
2807,도도하우스2,고시원업,2020-12-29,서울특별시 노원구 공릉동 633-15,서울특별시 노원구 공릉로 101,338.4,옥탑3,노원소방서
2808,한별고시원,고시원업,2020-09-21,서울특별시 노원구 상계동 349-53,서울특별시 노원구 상계로7길 13,303.2,"지상4,5",노원소방서
2809,러빙고시텔(구.세계로고시텔),고시원업,2020-05-29,서울특별시 노원구 공릉동 408-4,서울특별시 노원구 공릉로 187,463.75,지상4,노원소방서
2810,성지고시텔,고시원업,2020-05-11,서울특별시 노원구 월계동 380-4,서울특별시 노원구 광운로 78,1647.89,"지상1,2,3,4,5,6,7,8,9",노원소방서
2811,VIP고시원,고시원업,2020-05-08,서울특별시 노원구 월계동 392-1,서울특별시 노원구 광운로15길 6,163.92,지상2,노원소방서
2812,세림고시원,고시원업,2020-05-08,서울특별시 노원구 공릉동 441-19,서울특별시 노원구 공릉로 207,483.28,"지상4,5",노원소방서
2813,장원고시원,고시원업,2020-03-20,서울특별시 노원구 월계동 376-10,서울특별시 노원구 광운로19가길 9,343.96,"지상3,4,5",노원소방서
2814,주식회사 휴식,고시원업,2020-04-21,서울특별시 노원구 상계동 602-3,서울특별시 노원구 상계로 65,699.06,옥탑4,노원소방서
2815,스토리하우스 서울과학기술대점,고시원업,2020-02-20,서울특별시 노원구 공릉동 434-2,서울특별시 노원구 동일로198길 78,420.24,"지상4,5",노원소방서
2816,탑고시원,고시원업,2020-02-06,서울특별시 노원구 월계동 465-22,서울특별시 노원구 광운로 27-7,795.18,"지상1,2,3,4",노원소방서
2817,삼전고시텔,고시원업,2020-01-14,서울특별시 노원구 월계동 375-2,서울특별시 노원구 광운로 79,867.6,"지상1,2,3,4,5",노원소방서
2818,희망고시원,고시원업,2020-01-09,서울특별시 노원구 공릉동 441-151,서울특별시 노원구 공릉로 191-9,286.95,지하1/지상1,노원소방서
2819,동인고시텔,고시원업,2019-11-14,서울특별시 노원구 월계동 402-6,서울특별시 노원구 광운로 41,83.2,지상3,노원소방서
2820,노블Q고시텔,고시원업,2019-09-23,서울특별시 노원구 공릉동 661-6,서울특별시 노원구 화랑로 455,458.7,"지상2,3,4",노원소방서
2821,대성고시원,고시원업,2019-09-17,서울특별시 노원구 월계동 465-10,서울특별시 노원구 광운로 29,82,지상3,노원소방서
2822,(주)휴식,고시원업,2019-07-01,서울특별시 노원구 상계동 335,서울특별시 노원구 상계로 76,343.74,지상5,노원소방서
2823,인터넷고시원,고시원업,2018-11-12,서울특별시 노원구 공릉동 398-21,서울특별시 노원구 동일로 1061,211.95,지상2,노원소방서
2824,수락고시원,고시원업,2018-10-30,서울특별시 노원구 상계동 1048-75,서울특별시 노원구 동일로239길 41-17,323.52,"지상2,3",노원소방서
2825,알고캠퍼스(구.WE라움),고시원업,2018-09-21,서울특별시 노원구 월계동 473-19,서울특별시 노원구 광운로2가길 14-16,485.52,"지상2,3,4",노원소방서
2826,별고시원,고시원업,2017-11-29,서울특별시 노원구 상계동 68-52,서울특별시 노원구 덕릉로126나길 10,226.97,"지상2,3",노원소방서
2827,미래고시텔,고시원업,2017-10-30,서울특별시 노원구 중계동 137-3,서울특별시 노원구 한글비석로20길 62,351.7,"지상3,4",노원소방서
2828,푸른고시원,고시원업,2017-02-07,서울특별시 노원구 공릉동 392-18,서울특별시 노원구 동일로192길 58,344.4,"지상3,4,5",노원소방서
2829,아이디씨티,고시원업,2017-01-26,서울특별시 노원구 월계동 290-1,서울특별시 노원구 월계로 348,438.25,"지상2,3,4",노원소방서
2830,비젼고시텔,고시원업,2016-12-02,서울특별시 노원구 중계동 139-2,서울특별시 노원구 덕릉로89길 9,228.2,"지상2,3",노원소방서
2831,도연고시텔,고시원업,2016-11-24,서울특별시 노원구 중계동 154-19,서울특별시 노원구 덕릉로83길 20-7,112.7,지상3,노원소방서
2832,리빙캐슬,고시원업,2016-09-28,서울특별시 노원구 공릉동 567-5,서울특별시 노원구 동일로180길 7,369.32,지상2,노원소방서
2833,햇빛고시원,고시원업,2016-09-19,서울특별시 노원구 상계동 389-683,서울특별시 노원구 상계로27길 7,274.51,"지상5,6",노원소방서
2834,이든하우스,고시원업,2016-07-19,서울특별시 노원구 상계동 735-4,서울특별시 노원구 동일로217가길 31,238.44,지상5,노원소방서
2835,월드고시원,고시원업,2016-05-31,서울특별시 노원구 월계동 409-10,서울특별시 노원구 광운로 48,297.17,지상4,노원소방서
2836,스토리하우스 태릉점,고시원업,2016-05-10,서울특별시 노원구 공릉동 683-12,서울특별시 노원구 화랑로 419-18,300.4,"지상2,3",노원소방서
2837,아트원룸텔,고시원업,2016-04-19,서울특별시 노원구 공릉동 362-26,서울특별시 노원구 동일로 1102,395.8,"지상3,4",노원소방서
2838,노블리빙텔(2층),고시원업,2015-12-22,서울특별시 노원구 상계동 353-1,서울특별시 노원구 상계로5길 3,261,지상2,노원소방서
2839,리빙캐슬,고시원업,2015-02-17,서울특별시 노원구 상계동 735-2,서울특별시 노원구 동일로217가길 39,242.34,지상5,노원소방서
2840,큐티고시텔,고시원업,2014-11-21,서울특별시 노원구 공릉동 568-23,서울특별시 노원구 동일로 1035,410.17,"지상1,3,4",노원소방서
2841,성우고시텔,고시원업,2014-10-14,서울특별시 노원구 상계동 76-22,서울특별시 노원구 덕릉로 822,158.97,지상3,노원소방서
2842,드림빌딩,고시원업,2014-04-28,서울특별시 노원구 상계동 349-16,서울특별시 노원구 상계로 85,937,"지상2,3,4,5,6",노원소방서
2843,명석원룸,고시원업,2013-12-11,서울특별시 노원구 월계동 496-37,서울특별시 노원구 광운로1길 16-6,165.3,"지상2,3,4",노원소방서
2844,솔로몬고시원,고시원업,2013-09-05,서울특별시 노원구 상계동 1141-3,서울특별시 노원구 동일로243길 37,162.43,지상2,노원소방서
2845,엘린하우스,고시원업,2011-06-16,서울특별시 노원구 상계동 336,서울특별시 노원구 상계로 75,225.55,지상4,노원소방서
2846,아몬드고시텔,고시원업,2006-01-11,서울특별시 노원구 상계동 397-4,서울특별시 노원구 상계로9길 23,277.51,지상3,노원소방서
2847,태경고시원,고시원업,2012-07-09,서울특별시 노원구 공릉동 392-32,서울특별시 노원구 동일로190길 59-6,453.03,"지하1/지상1,2,3,4",노원소방서
2848,스위트홈,고시원업,2012-02-07,서울특별시 노원구 월계동 33-6,서울특별시 노원구 화랑로45길 36,423.99,"지상1,2,3,4,5,6",노원소방서
2849,갤러리2,고시원업,2012-02-01,서울특별시 노원구 공릉동 269-4,서울특별시 노원구 공릉로32길 22,379.02,"지하1/지상1,2,3,4,5",노원소방서
2850,경일하우스,고시원업,2012-01-11,서울특별시 노원구 상계동 1118-42,서울특별시 노원구 동일로239가길 12,359,"지상3,4",노원소방서
2851,샤인하우스,고시원업,2012-01-16,서울특별시 노원구 월계동 271-37,서울특별시 노원구 초안산로2길 112,268,"지상1,2,3,4",노원소방서
2852,W타워,고시원업,2011-12-20,서울특별시 노원구 공릉동 441-84,서울특별시 노원구 공릉로43가길 6,236.56,"지상1,2,3,4",노원소방서
2853,아이디타워,고시원업,2011-11-25,서울특별시 노원구 월계동 298-12,서울특별시 노원구 광운로 128-2,765,"지상2,3,4,5,6",노원소방서
2854,대화,고시원업,2011-06-22,서울특별시 노원구 중계동 142-10,서울특별시 노원구 덕릉로87길 5,291.41,"지상1,2,3,4",노원소방서
2855,싱글라이프,고시원업,2011-06-14,서울특별시 노원구 중계동 142-58,서울특별시 노원구 덕릉로87길 9,317.4,"지상1,2,3,4",노원소방서
2856,오픈하우스 노원점,고시원업,2011-05-26,서울특별시 노원구 상계동 366-3,서울특별시 노원구 상계로 97,376,지상6,노원소방서
2857,마리하우스(구.마리하우스),고시원업,2011-05-18,서울특별시 노원구 상계동 366-3,서울특별시 노원구 상계로 97,407.07,지상5,노원소방서
2858,코지하우스,고시원업,2011-03-08,서울특별시 노원구 상계동 389-356,서울특별시 노원구 상계로27길 12,326.91,지상4,노원소방서
2859,공릉고시원,고시원업,2011-02-16,서울특별시 노원구 공릉동 517-32,서울특별시 노원구 동일로182길 5-7,215.22,"지상1,2,3",노원소방서
